order_id,user_id,product_id,quantity,amount,order_time
7701,2197,72,3,11010.48,2025-10-04
7702,1704,47,4,1101.88,2025-07-14
7703,2227,13,3,11663.43,2025-07-06
7704,2196,122,3,12956.7,2024-08-16
7705,4561,67,4,6779.72,2025-04-06
7706,976,53,2,8209.72,2024-09-17
7707,1029,53,3,12314.58,2024-03-23
7708,526,143,2,951.14,2024-04-13
7709,2328,181,4,4720.96,2026-04-07
7710,2547,121,3,5299.38,2025-09-21
7711,836,42,3,7712.94,2026-03-28
7712,2484,29,5,8822.5,2026-02-16
7713,2864,47,1,275.47,2025-11-19
7714,2735,30,4,12067.72,2025-02-21
7715,1539,123,2,8557.26,2025-09-11
7716,1911,14,4,11573.68,2024-09-02
7717,4050,79,5,2825.9,2025-08-15
7718,2643,111,4,18019.68,2025-08-23
7719,1304,59,1,1990.55,2026-06-09
7720,132,110,4,6336.6,2025-08-14
7721,393,106,2,3307.36,2025-09-19
7722,4577,64,2,9532.76,2025-09-07
7723,3585,44,1,1374.95,2024-04-25
7724,2676,14,5,14467.1,2026-05-15
7725,2467,153,3,607.17,2025-01-02
7726,1226,91,3,8002.77,2026-02-13
7727,2706,44,1,1374.95,2024-11-01
7728,462,61,1,2822.02,2026-02-14
7729,1802,2,2,8328.16,2025-07-29
7730,3274,79,1,565.18,2025-12-10
7731,3986,74,2,2798.22,2024-11-12
7732,152,171,4,6676.4,2025-11-25
7733,2270,9,2,9457.38,2024-03-13
7734,4175,189,2,2562.56,2026-05-18
7735,1786,195,4,8148.6,2024-12-04
7736,3461,152,2,6457.08,2026-01-11
7737,1837,193,3,6703.11,2024-11-14
7738,1398,166,2,2146.8,2026-04-04
7739,1076,198,1,2096.81,2024-06-24
7740,4507,133,2,6753.84,2025-06-26
7741,2009,68,4,9516.8,2026-01-01
7742,1494,195,1,2037.15,2026-03-21
7743,1136,158,4,13491.8,2025-07-06
7744,1549,62,4,9117.72,2024-11-24
7745,785,135,3,4972.56,2025-08-17
7746,1421,179,5,22907.95,2024-08-28
7747,4839,160,3,1496.34,2024-09-01
7748,2436,107,4,13641.8,2024-07-27
7749,3482,74,4,5596.44,2025-11-03
7750,3652,101,4,8103.0,2026-05-07
7751,2064,26,4,13161.52,2025-08-14
7752,2021,43,4,10740.48,2026-04-22
7753,4758,109,3,2559.12,2025-11-09
7754,2150,62,5,11397.15,2025-09-12
7755,951,159,4,19805.8,2026-06-15
7756,25,23,5,4379.25,2025-08-24
7757,18,64,1,4766.38,2026-04-12
7758,3826,72,2,7340.32,2025-08-19
7759,570,183,4,7798.72,2026-06-16
7760,1356,144,4,16898.0,2026-01-31
7761,1593,120,4,9491.8,2025-08-19
7762,831,9,2,9457.38,2026-04-29
7763,3083,4,5,7004.7,2025-11-01
7764,872,39,3,1502.61,2024-04-13
7765,835,44,4,5499.8,2025-08-12
7766,3313,41,2,3413.96,2025-11-26
7767,4953,13,1,3887.81,2024-09-12
7768,3117,76,2,7689.56,2026-05-01
7769,970,140,4,1421.28,2025-11-01
7770,593,24,5,821.35,2025-04-27
7771,255,48,5,7680.6,2026-01-09
7772,2115,99,1,3626.18,2025-10-14
7773,2966,32,4,3507.44,2025-03-29
7774,2662,166,1,1073.4,2025-09-29
7775,603,194,1,374.86,2024-08-07
7776,1066,182,4,691.24,2026-06-28
7777,1840,21,5,9813.8,2025-07-17
7778,2432,159,5,24757.25,2026-03-04
7779,966,64,5,23831.9,2025-09-19
7780,1738,180,5,19471.85,2025-10-31
7781,485,163,5,16092.25,2025-12-15
7782,4135,144,1,4224.5,2025-03-08
7783,11,168,3,2054.22,2025-01-18
7784,4720,90,4,18578.68,2026-06-10
7785,4505,38,3,646.02,2025-08-19
7786,2028,185,1,3566.42,2026-03-22
7787,3365,3,4,506.56,2025-02-17
7788,3088,165,1,809.61,2024-04-12
7789,3039,100,4,16743.6,2024-08-03
7790,605,2,2,8328.16,2025-06-16
7791,969,3,1,126.64,2026-06-01
7792,4261,104,1,3889.49,2026-06-01
7793,437,175,2,3957.3,2026-05-07
7794,2775,106,5,8268.4,2026-01-07
7795,1810,111,2,9009.84,2025-10-20
7796,4910,90,2,9289.34,2026-05-24
7797,2770,27,3,12063.99,2024-07-22
7798,1830,191,3,10068.81,2025-07-23
7799,293,38,5,1076.7,2026-04-20
7800,3952,172,3,7397.7,2024-03-28
7801,462,8,5,20019.6,2025-04-11
7802,3885,23,2,1751.7,2024-09-22
7803,3234,134,3,3895.11,2025-10-10
7804,2092,153,5,1011.95,2026-02-02
7805,3937,59,5,9952.75,2026-04-02
7806,2940,185,3,10699.26,2025-08-28
7807,4807,58,4,14425.16,2024-10-18
7808,89,144,3,12673.5,2026-02-13
7809,1664,26,5,16451.9,2025-12-17
7810,3302,79,4,2260.72,2025-12-12
7811,2721,175,3,5935.95,2026-06-21
7812,2938,96,2,3773.54,2024-08-31
7813,422,168,1,684.74,2025-10-11
7814,3750,147,3,10447.98,2026-06-16
7815,4972,117,3,11606.55,2026-05-14
7816,4434,172,1,2465.9,2024-11-28
7817,266,99,4,14504.72,2025-10-07
7818,2851,154,1,3632.82,2026-03-10
7819,1379,52,4,2800.2,2025-07-19
7820,1815,165,5,4048.05,2025-12-04
7821,2265,77,4,7371.12,2024-05-01
7822,4417,47,2,550.94,2026-02-05
7823,850,200,1,3528.0,2025-09-09
7824,4815,14,2,5786.84,2026-05-21
7825,3737,154,2,7265.64,2024-09-01
7826,992,47,1,275.47,2025-06-23
7827,3765,94,4,14972.44,2024-10-22
7828,1809,106,2,3307.36,2024-07-13
7829,3275,141,2,2166.58,2025-12-26
7830,717,139,4,10772.32,2025-06-27
7831,896,2,2,8328.16,2026-06-15
7832,1177,158,3,10118.85,2024-11-14
7833,3754,115,1,4712.77,2025-09-30
7834,1777,24,4,657.08,2026-06-29
7835,2805,82,3,4490.52,2025-06-14
7836,3393,23,3,2627.55,2025-07-05
7837,1460,117,4,15475.4,2026-06-19
7838,2544,70,5,17579.65,2025-12-10
7839,4638,110,2,3168.3,2024-01-03
7840,4731,75,2,8762.4,2025-03-01
7841,3554,135,5,8287.6,2025-03-18
7842,1350,175,5,9893.25,2024-05-01
7843,2987,122,5,21594.5,2025-09-23
7844,3331,138,2,3358.04,2025-11-12
7845,4794,85,1,1086.96,2025-01-07
7846,2123,119,2,6740.52,2024-12-20
7847,3629,158,1,3372.95,2026-02-07
7848,498,176,2,6103.94,2025-08-10
7849,3488,25,1,710.24,2025-11-12
7850,722,113,1,4930.57,2026-01-31
7851,1364,24,3,492.81,2025-04-14
7852,308,12,2,9249.06,2026-03-21
7853,2752,199,1,2146.75,2024-01-30
7854,884,162,3,4358.46,2026-06-02
7855,1265,131,2,1878.38,2025-11-02
7856,4349,134,1,1298.37,2026-01-22
7857,2445,59,3,5971.65,2025-07-12
7858,3034,155,5,22660.35,2025-03-31
7859,1053,83,1,3296.1,2025-11-21
7860,494,72,3,11010.48,2026-06-07
7861,2022,36,1,4313.18,2026-01-10
7862,1748,61,2,5644.04,2025-04-14
7863,3303,100,3,12557.7,2024-11-04
7864,2280,199,2,4293.5,2024-09-13
7865,932,193,3,6703.11,2026-01-24
7866,1926,133,1,3376.92,2025-02-05
7867,757,170,2,8368.94,2026-03-10
7868,1055,142,4,9819.24,2025-08-01
7869,3931,65,4,15932.12,2025-09-03
7870,4552,12,4,18498.12,2025-05-26
7871,4355,130,4,18872.36,2026-02-18
7872,4527,14,3,8680.26,2025-01-09
7873,3454,67,2,3389.86,2025-02-03
7874,2517,115,3,14138.31,2025-05-25
7875,1965,99,2,7252.36,2025-07-01
7876,647,67,4,6779.72,2026-05-31
7877,4543,14,5,14467.1,2026-04-27
7878,2831,162,1,1452.82,2024-10-22
7879,195,45,4,18249.6,2025-06-13
7880,1146,137,4,15283.76,2024-08-22
7881,2510,138,5,8395.1,2024-09-11
7882,4292,136,3,12546.75,2025-03-29
7883,2084,157,3,8819.91,2024-07-11
7884,4741,61,2,5644.04,2026-01-26
7885,3353,182,1,172.81,2026-05-13
7886,322,167,2,6254.14,2024-09-15
7887,2288,33,4,14409.4,2026-04-22
7888,3132,151,3,14658.03,2025-12-14
7889,4746,72,4,14680.64,2025-11-03
7890,1703,127,4,8430.08,2025-11-01
7891,2213,168,3,2054.22,2025-03-20
7892,831,102,4,9069.24,2026-02-07
7893,189,23,4,3503.4,2026-05-09
7894,4053,59,1,1990.55,2025-03-14
7895,92,178,2,9026.36,2025-12-14
7896,3878,100,1,4185.9,2025-08-02
7897,1912,192,5,10878.1,2024-12-07
7898,2337,56,1,1939.02,2025-10-10
7899,1581,171,2,3338.2,2025-11-18
7900,1409,127,1,2107.52,2024-04-21
7901,175,84,5,16130.1,2025-08-30
7902,474,58,4,14425.16,2024-03-24
7903,3433,128,4,16674.4,2026-02-28
7904,270,140,1,355.32,2026-02-15
7905,2045,164,5,15288.7,2025-12-18
7906,3196,134,2,2596.74,2025-06-05
7907,694,32,5,4384.3,2026-05-25
7908,4472,193,1,2234.37,2026-06-09
7909,1416,188,3,12573.42,2026-02-17
7910,2084,182,3,518.43,2025-08-10
7911,1236,152,5,16142.7,2025-12-26
7912,3968,157,1,2939.97,2025-02-27
7913,1972,8,5,20019.6,2024-06-23
7914,134,13,1,3887.81,2025-01-19
7915,2913,63,2,6502.06,2026-05-27
7916,4786,25,3,2130.72,2025-03-21
7917,841,157,4,11759.88,2024-12-01
7918,1462,187,3,802.98,2025-08-19
7919,4935,61,4,11288.08,2025-10-04
7920,3473,88,1,2869.08,2025-03-11
7921,4844,125,4,12268.2,2026-02-25
7922,2876,26,2,6580.76,2025-10-27
7923,2510,84,1,3226.02,2026-01-26
7924,966,196,3,11508.0,2025-03-26
7925,2039,22,3,6183.9,2024-08-21
7926,4241,135,5,8287.6,2026-05-12
7927,1851,185,4,14265.68,2025-03-31
7928,735,62,1,2279.43,2025-10-05
7929,2454,122,4,17275.6,2025-06-19
7930,3017,118,2,300.16,2025-09-29
7931,3003,146,2,9441.98,2025-10-21
7932,2316,10,5,15310.5,2024-05-31
7933,4004,31,1,4688.87,2026-04-14
7934,2314,26,1,3290.38,2025-02-24
7935,4624,183,4,7798.72,2024-10-08
7936,3164,109,5,4265.2,2025-07-03
7937,3320,90,3,13934.01,2026-03-07
7938,3462,126,1,1870.77,2024-06-07
7939,430,25,1,710.24,2025-12-16
7940,2989,120,1,2372.95,2025-08-01
7941,3797,180,5,19471.85,2024-11-23
7942,1597,18,2,3746.9,2024-02-16
7943,3363,152,3,9685.62,2025-12-25
7944,2351,108,2,5675.66,2025-09-10
7945,1780,143,4,1902.28,2026-06-12
7946,3989,128,1,4168.6,2025-12-21
7947,2449,8,4,16015.68,2025-01-18
7948,2871,43,4,10740.48,2024-02-28
7949,2911,24,1,164.27,2026-03-29
7950,4614,117,5,19344.25,2024-12-03
7951,4261,102,4,9069.24,2025-05-23
7952,2073,65,5,19915.15,2026-01-24
7953,3808,26,2,6580.76,2025-10-09
7954,4225,74,3,4197.33,2026-01-23
7955,2865,154,3,10898.46,2025-08-15
7956,3619,66,3,744.18,2025-09-05
7957,1018,168,3,2054.22,2026-03-30
7958,4691,14,5,14467.1,2024-01-13
7959,1333,161,2,6705.72,2024-12-26
7960,2484,185,5,17832.1,2024-08-07
7961,182,167,4,12508.28,2026-01-03
7962,4840,129,1,1583.71,2024-08-23
7963,1839,94,4,14972.44,2026-02-10
7964,2452,37,5,20374.35,2026-05-08
7965,1953,18,4,7493.8,2026-03-18
7966,4701,158,4,13491.8,2025-10-10
7967,263,155,4,18128.28,2025-11-26
7968,661,188,2,8382.28,2025-08-13
7969,1316,177,2,7577.86,2025-11-27
7970,2920,113,1,4930.57,2025-04-15
7971,4918,30,3,9050.79,2025-06-17
7972,2195,173,5,23543.2,2025-08-11
7973,2073,100,5,20929.5,2025-06-29
7974,2020,21,2,3925.52,2024-05-14
7975,2741,182,2,345.62,2026-05-17
7976,816,144,1,4224.5,2025-10-19
7977,4778,18,5,9367.25,2025-06-12
7978,3419,162,5,7264.1,2024-02-05
7979,4098,149,1,2794.84,2025-02-09
7980,3718,159,1,4951.45,2025-07-16
7981,4735,10,4,12248.4,2026-03-23
7982,3630,105,1,1476.34,2025-05-11
7983,2754,4,4,5603.76,2025-10-26
7984,3368,15,5,17467.1,2025-06-10
7985,4686,53,4,16419.44,2025-03-28
7986,202,187,3,802.98,2024-10-31
7987,1005,55,2,3362.46,2025-04-23
7988,1313,190,4,8758.08,2025-03-26
7989,2026,170,3,12553.41,2025-01-22
7990,3134,156,1,3988.12,2025-12-15
7991,3574,122,1,4318.9,2026-05-18
7992,4222,135,1,1657.52,2025-11-29
7993,3672,139,1,2693.08,2024-09-24
7994,4942,157,3,8819.91,2025-02-06
7995,1797,162,2,2905.64,2024-06-25
7996,4275,116,4,4480.52,2026-05-14
7997,1605,125,2,6134.1,2025-10-08
7998,1903,116,4,4480.52,2026-05-23
7999,4000,94,2,7486.22,2025-08-25
8000,4589,25,3,2130.72,2025-08-30
8001,3505,184,3,2252.01,2024-10-29
8002,2620,102,1,2267.31,2025-02-09
8003,2350,40,5,1465.9,2025-01-16
8004,4365,120,3,7118.85,2025-12-07
8005,4720,93,3,6673.65,2024-09-23
8006,2673,191,1,3356.27,2025-12-13
8007,819,119,5,16851.3,2026-03-31
8008,2678,178,3,13539.54,2026-02-13
8009,548,11,3,3931.2,2024-11-16
8010,4433,188,2,8382.28,2025-11-16
8011,359,192,4,8702.48,2024-10-20
8012,3362,132,4,13321.92,2024-08-10
8013,1925,159,2,9902.9,2025-06-24
8014,4912,74,4,5596.44,2025-01-30
8015,4456,54,1,4980.92,2025-07-30
8016,4443,80,5,19786.0,2026-02-19
8017,4648,56,3,5817.06,2025-10-19
8018,2702,117,4,15475.4,2024-09-21
8019,1931,94,3,11229.33,2026-01-28
8020,422,99,2,7252.36,2025-11-01
8021,336,44,2,2749.9,2025-08-18
8022,1527,5,4,248.6,2025-11-29
8023,57,195,2,4074.3,2024-07-07
8024,3951,80,4,15828.8,2026-01-13
8025,3148,68,1,2379.2,2025-06-29
8026,3538,137,4,15283.76,2026-04-13
8027,722,4,2,2801.88,2026-03-30
8028,4078,85,1,1086.96,2026-06-21
8029,386,117,1,3868.85,2024-03-07
8030,2818,95,4,4255.08,2024-12-14
8031,2888,16,3,13876.11,2024-08-31
8032,2720,111,3,13514.76,2024-01-23
8033,260,70,2,7031.86,2026-06-27
8034,4489,15,4,13973.68,2026-02-15
8035,600,107,3,10231.35,2025-09-21
8036,3256,180,4,15577.48,2025-04-29
8037,1040,159,3,14854.35,2026-04-16
8038,4049,94,1,3743.11,2026-04-25
8039,756,80,4,15828.8,2025-11-18
8040,3578,44,3,4124.85,2026-03-19
8041,3158,164,5,15288.7,2024-08-13
8042,2759,126,2,3741.54,2024-07-02
8043,477,130,2,9436.18,2026-03-05
8044,1600,156,4,15952.48,2026-03-02
8045,2360,112,5,17282.3,2025-04-03
8046,1262,40,1,293.18,2025-05-30
8047,1583,63,2,6502.06,2025-06-22
8048,2839,63,4,13004.12,2024-09-21
8049,4826,17,2,7152.7,2025-03-18
8050,3571,38,4,861.36,2024-06-01
8051,1499,128,5,20843.0,2026-04-16
8052,749,164,3,9173.22,2026-03-26
8053,4812,160,3,1496.34,2024-05-04
8054,2387,182,3,518.43,2024-01-30
8055,531,187,3,802.98,2026-01-11
8056,4788,25,1,710.24,2026-01-20
8057,2210,77,4,7371.12,2025-09-17
8058,4064,142,1,2454.81,2024-02-06
8059,3869,172,3,7397.7,2024-04-20
8060,1109,124,3,481.17,2026-03-04
8061,490,25,5,3551.2,2024-12-15
8062,5,35,2,980.86,2024-09-07
8063,76,79,3,1695.54,2024-07-01
8064,2729,175,1,1978.65,2025-09-11
8065,473,175,1,1978.65,2026-03-27
8066,3210,145,1,3604.13,2026-04-03
8067,1382,89,5,21946.0,2025-02-01
8068,838,23,1,875.85,2024-07-10
8069,603,122,4,17275.6,2025-09-27
8070,1187,17,4,14305.4,2026-01-01
8071,1482,29,5,8822.5,2024-11-26
8072,3273,2,4,16656.32,2024-11-19
8073,232,11,5,6552.0,2026-06-08
8074,328,16,5,23126.85,2025-08-25
8075,950,179,5,22907.95,2026-04-09
8076,1887,81,4,10740.16,2025-11-24
8077,4096,21,3,5888.28,2024-07-21
8078,2298,21,4,7851.04,2026-03-12
8079,1308,6,5,10538.85,2025-07-18
8080,198,46,2,3745.8,2026-03-10
8081,4512,23,4,3503.4,2025-10-18
8082,2780,58,2,7212.58,2025-11-30
8083,3337,185,4,14265.68,2025-02-15
8084,1339,189,5,6406.4,2026-05-07
8085,1692,39,4,2003.48,2026-03-27
8086,216,173,1,4708.64,2025-03-18
8087,1650,157,1,2939.97,2025-12-30
8088,2863,31,5,23444.35,2024-03-11
8089,610,2,3,12492.24,2024-09-22
8090,2559,86,2,400.94,2024-03-17
8091,918,165,4,3238.44,2025-11-30
8092,4253,44,5,6874.75,2025-03-16
8093,162,198,2,4193.62,2024-04-15
8094,4138,127,4,8430.08,2026-04-25
8095,2812,63,4,13004.12,2025-09-26
8096,3422,122,3,12956.7,2024-10-07
8097,4216,75,2,8762.4,2024-01-28
8098,1099,53,4,16419.44,2025-12-21
8099,2722,76,3,11534.34,2026-03-19
8100,2709,131,1,939.19,2026-04-28
8101,123,94,3,11229.33,2026-06-08
8102,2701,19,2,7158.98,2024-05-02
8103,3254,45,3,13687.2,2025-09-21
8104,3062,189,1,1281.28,2025-08-10
8105,3962,55,1,1681.23,2026-05-16
8106,789,199,2,4293.5,2026-02-05
8107,257,29,5,8822.5,2025-07-07
8108,4026,48,3,4608.36,2025-08-10
8109,3655,72,2,7340.32,2025-01-10
8110,3252,63,4,13004.12,2024-03-08
8111,3590,149,3,8384.52,2025-02-04
8112,4776,57,1,3109.29,2026-02-05
8113,608,13,3,11663.43,2026-04-05
8114,4427,155,2,9064.14,2026-03-25
8115,3928,196,5,19180.0,2025-08-21
8116,2153,88,5,14345.4,2025-06-03
8117,547,192,4,8702.48,2026-02-09
8118,4889,105,2,2952.68,2024-11-16
8119,1905,9,3,14186.07,2025-02-24
8120,1683,74,1,1399.11,2026-01-03
8121,489,75,3,13143.6,2025-11-22
8122,1823,97,3,9568.29,2025-04-17
8123,3122,135,1,1657.52,2026-02-26
8124,3775,139,4,10772.32,2026-03-19
8125,3073,109,5,4265.2,2025-12-21
8126,3453,28,5,24708.05,2026-01-22
8127,650,102,3,6801.93,2025-01-18
8128,648,94,2,7486.22,2026-05-29
8129,381,119,5,16851.3,2024-01-25
8130,2067,72,4,14680.64,2025-11-05
8131,1864,27,4,16085.32,2026-04-08
8132,2291,150,1,3021.08,2025-05-27
8133,4225,170,2,8368.94,2025-01-21
8134,1200,160,5,2493.9,2025-06-14
8135,4505,142,2,4909.62,2024-01-30
8136,4888,154,5,18164.1,2026-04-14
8137,2991,183,1,1949.68,2024-11-17
8138,1108,71,2,8280.06,2026-04-21
8139,3448,183,2,3899.36,2025-09-05
8140,222,173,5,23543.2,2025-06-20
8141,1440,30,3,9050.79,2026-03-24
8142,618,66,5,1240.3,2025-03-21
8143,2571,99,2,7252.36,2024-12-11
8144,2756,154,1,3632.82,2026-06-27
8145,2791,89,1,4389.2,2026-01-07
8146,3943,129,3,4751.13,2025-09-12
8147,3310,152,3,9685.62,2026-06-19
8148,4055,55,2,3362.46,2024-07-01
8149,225,102,3,6801.93,2025-09-02
8150,2242,65,1,3983.03,2025-04-07
8151,4153,25,2,1420.48,2026-03-04
8152,3697,98,3,419.64,2024-05-26
8153,3351,42,1,2570.98,2026-02-19
8154,3828,44,3,4124.85,2025-01-17
8155,1404,69,1,1606.86,2026-04-08
8156,4213,105,2,2952.68,2026-04-22
8157,410,140,1,355.32,2026-02-26
8158,1917,8,4,16015.68,2024-08-14
8159,3439,106,5,8268.4,2025-08-02
8160,4068,63,1,3251.03,2025-06-01
8161,2860,148,4,18819.96,2025-11-05
8162,1984,168,3,2054.22,2025-03-14
8163,2052,73,5,24736.0,2025-04-06
8164,3702,124,1,160.39,2025-10-03
8165,23,5,1,62.15,2024-01-02
8166,2969,129,2,3167.42,2026-01-20
8167,745,11,1,1310.4,2024-05-24
8168,602,132,5,16652.4,2024-09-11
8169,3036,166,3,3220.2,2025-12-19
8170,1843,17,2,7152.7,2026-05-13
8171,2675,68,5,11896.0,2025-11-23
8172,4177,160,1,498.78,2025-11-02
8173,2663,5,5,310.75,2024-06-25
8174,483,150,5,15105.4,2025-11-06
8175,4037,82,3,4490.52,2025-08-03
8176,2640,67,1,1694.93,2025-08-23
8177,3312,11,4,5241.6,2025-05-28
8178,4129,153,2,404.78,2025-12-15
8179,4376,42,3,7712.94,2025-07-29
8180,3826,35,2,980.86,2024-09-18
8181,2200,79,1,565.18,2025-04-22
8182,1683,59,2,3981.1,2026-02-01
8183,4797,117,5,19344.25,2026-06-17
8184,3609,48,5,7680.6,2025-02-14
8185,1019,3,5,633.2,2024-11-29
8186,4761,24,4,657.08,2024-01-19
8187,2971,119,5,16851.3,2025-07-29
8188,1312,197,5,22900.6,2025-03-26
8189,1419,101,1,2025.75,2025-12-11
8190,2501,33,5,18011.75,2025-06-08
8191,2668,70,4,14063.72,2024-04-04
8192,1387,175,4,7914.6,2026-01-15
8193,1145,53,3,12314.58,2026-04-01
8194,2064,173,4,18834.56,2025-05-21
8195,4835,199,5,10733.75,2026-06-06
8196,1547,57,2,6218.58,2025-06-03
8197,2146,198,3,6290.43,2025-04-10
8198,2164,40,4,1172.72,2024-12-26
8199,3013,3,3,379.92,2026-01-24
8200,4445,49,1,2678.99,2025-06-04
8201,4328,14,5,14467.1,2026-02-11
8202,3183,125,5,15335.25,2026-06-10
8203,3424,148,3,14114.97,2026-03-09
8204,4002,194,4,1499.44,2025-01-29
8205,3560,25,2,1420.48,2025-02-24
8206,1557,4,4,5603.76,2026-06-19
8207,2687,169,3,4087.95,2024-03-17
8208,2333,63,4,13004.12,2026-03-03
8209,1657,176,3,9155.91,2025-01-29
8210,545,55,5,8406.15,2026-03-20
8211,392,2,5,20820.4,2026-04-03
8212,1989,23,5,4379.25,2024-12-09
8213,4086,108,3,8513.49,2025-11-29
8214,297,176,5,15259.85,2026-04-24
8215,1087,119,1,3370.26,2025-08-31
8216,4366,15,2,6986.84,2025-05-15
8217,3262,51,3,4216.56,2024-04-05
8218,4606,152,5,16142.7,2025-10-13
8219,1117,20,1,249.38,2026-06-29
8220,1077,56,4,7756.08,2024-10-09
8221,496,38,2,430.68,2026-01-06
8222,2996,25,2,1420.48,2026-06-12
8223,94,86,5,1002.35,2025-10-22
8224,4721,180,3,11683.11,2024-09-14
8225,4325,179,3,13744.77,2025-11-28
8226,721,175,1,1978.65,2025-12-04
8227,4363,68,3,7137.6,2026-05-09
8228,4377,80,5,19786.0,2025-12-09
8229,4027,64,2,9532.76,2026-01-16
8230,4056,171,2,3338.2,2026-03-19
8231,1107,71,2,8280.06,2025-12-27
8232,3933,88,5,14345.4,2025-09-25
8233,3723,57,4,12437.16,2025-10-17
8234,1372,167,5,15635.35,2026-03-17
8235,423,119,2,6740.52,2025-12-26
8236,2006,29,2,3529.0,2026-03-05
8237,4550,154,3,10898.46,2025-03-15
8238,4603,142,2,4909.62,2026-03-06
8239,4412,64,1,4766.38,2024-05-09
8240,764,47,5,1377.35,2026-03-03
8241,3369,20,3,748.14,2025-04-04
8242,898,7,3,10965.48,2024-11-04
8243,953,94,4,14972.44,2025-11-09
8244,2923,195,4,8148.6,2026-04-27
8245,4480,128,2,8337.2,2025-11-11
8246,3198,114,1,3846.71,2026-05-12
8247,4199,53,1,4104.86,2026-01-05
8248,900,193,3,6703.11,2025-10-18
8249,4024,158,5,16864.75,2026-01-22
8250,4206,66,4,992.24,2024-03-26
8251,3642,143,3,1426.71,2025-10-08
8252,3544,127,4,8430.08,2026-05-06
8253,3642,70,4,14063.72,2026-05-05
8254,4766,198,1,2096.81,2025-04-14
8255,3091,92,3,11343.99,2025-05-04
8256,4480,120,1,2372.95,2024-09-01
8257,762,185,1,3566.42,2025-09-14
8258,2408,153,3,607.17,2026-02-06
8259,886,23,5,4379.25,2026-01-05
8260,2644,140,4,1421.28,2024-02-18
8261,3244,176,1,3051.97,2024-11-07
8262,1236,112,5,17282.3,2026-06-16
8263,2934,138,2,3358.04,2026-04-01
8264,1469,145,3,10812.39,2024-07-30
8265,10,180,2,7788.74,2024-02-01
8266,792,119,2,6740.52,2025-08-31
8267,1663,130,3,14154.27,2026-06-01
8268,744,188,4,16764.56,2026-02-03
8269,2429,185,5,17832.1,2025-01-28
8270,3494,81,2,5370.08,2026-03-04
8271,4547,175,2,3957.3,2025-08-18
8272,1117,71,5,20700.15,2026-05-14
8273,2442,141,2,2166.58,2026-02-21
8274,1355,74,3,4197.33,2024-02-14
8275,2481,22,5,10306.5,2025-07-19
8276,3002,126,1,1870.77,2025-03-24
8277,1187,156,1,3988.12,2025-04-08
8278,4088,183,4,7798.72,2026-02-14
8279,2832,178,2,9026.36,2026-01-10
8280,3662,106,3,4961.04,2024-10-28
8281,1749,124,5,801.95,2024-12-10
8282,2864,78,2,7367.84,2025-08-06
8283,1115,147,3,10447.98,2025-04-06
8284,3265,118,3,450.24,2025-07-02
8285,3091,1,1,2372.37,2024-02-21
8286,1064,196,1,3836.0,2025-03-09
8287,3749,184,3,2252.01,2025-06-14
8288,4546,88,2,5738.16,2025-05-09
8289,2733,142,5,12274.05,2025-07-20
8290,1873,192,4,8702.48,2025-08-02
8291,4721,87,2,4392.86,2024-04-05
8292,1970,69,3,4820.58,2025-01-28
8293,885,84,5,16130.1,2026-03-28
8294,3964,150,4,12084.32,2026-01-12
8295,3679,110,3,4752.45,2024-11-18
8296,319,128,5,20843.0,2026-06-06
8297,3817,104,5,19447.45,2024-06-21
8298,3718,172,4,9863.6,2024-07-26
8299,3196,122,3,12956.7,2024-09-05
8300,1375,177,1,3788.93,2026-03-11
8301,488,99,2,7252.36,2025-10-05
8302,451,36,4,17252.72,2025-09-27
8303,353,197,2,9160.24,2026-01-13
8304,1941,88,4,11476.32,2024-09-01
8305,2368,162,1,1452.82,2026-05-25
8306,3237,37,2,8149.74,2026-01-14
8307,248,51,5,7027.6,2026-06-02
8308,3504,37,5,20374.35,2025-12-31
8309,568,153,2,404.78,2025-10-18
8310,684,86,3,601.41,2026-02-21
8311,644,5,5,310.75,2025-03-30
8312,479,136,4,16729.0,2025-01-13
8313,2761,53,3,12314.58,2025-01-02
8314,4464,105,4,5905.36,2025-09-01
8315,4453,111,1,4504.92,2026-06-20
8316,1369,27,5,20106.65,2025-03-26
8317,2227,61,1,2822.02,2025-11-27
8318,3497,65,3,11949.09,2026-06-04
8319,3613,84,4,12904.08,2025-01-29
8320,4008,199,5,10733.75,2025-07-01
8321,1843,45,2,9124.8,2026-06-04
8322,3378,131,1,939.19,2025-11-19
8323,2415,189,5,6406.4,2024-05-31
8324,1060,50,2,4141.4,2025-11-29
8325,1645,48,3,4608.36,2024-09-15
8326,4924,175,2,3957.3,2024-10-01
8327,1812,142,3,7364.43,2026-03-06
8328,2194,19,1,3579.49,2026-01-12
8329,2428,190,2,4379.04,2024-08-27
8330,168,134,4,5193.48,2026-02-12
8331,4183,135,4,6630.08,2025-12-27
8332,154,101,4,8103.0,2024-08-08
8333,2545,90,3,13934.01,2024-01-06
8334,3869,13,2,7775.62,2025-04-15
8335,315,101,5,10128.75,2025-11-05
8336,723,46,2,3745.8,2024-04-29
8337,3632,33,2,7204.7,2026-03-23
8338,3346,116,1,1120.13,2025-08-06
8339,2812,97,5,15947.15,2025-12-13
8340,2310,41,4,6827.92,2025-04-15
8341,2502,73,3,14841.6,2025-08-29
8342,3334,197,5,22900.6,2025-11-06
8343,2024,29,4,7058.0,2026-01-21
8344,350,117,3,11606.55,2024-05-18
